video_id,title,comments
JbKuqx5PzqA,La flamme sega{teaser},"Pou 1 group zenesse tir 1 son coumsa mari top extra vibe lontan pas gagne 1 bon sega capave kass les rein coumsa la   ❤❤❤❤ | zoli sante, titre prometteur , sa séga zoli vibes !fier bann zeness kuma zot 💯🔥🔥🔥 | Zfr la dife sa frerla,sega la tamam net,to ena 1lavenir prometer 2vn tw🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥✌✌✌✌🤘🤘🤘🤘🤘 | Big 🆙 Yansley mo vrement apresie Sa faire plaisir.... Tane bane son cousma zoli sega bien avoye saa... Continier amène sega la la haut 🔥🔥🔥 | Waii bel nissa pas kav pas danser sah sega la jadore😍😍👌🔥🔥🔥🔥 | Bonsoir sinn sa oui gro gro vibes.. big yansley💯🔥👋 | Topo sa mo frere...xot fort...🔥🔥🔥 | Mo Ti p atan li vini et  line resi vini bravo enn son ki full lambians zafer la difé🔥 | Avy ful la zafr la mnste bn zen bn cntignatiôn | Kyarah yohbibjtib Ghana 😊😊😅 | Tamam net zoli sega ❤🎶🎧💃🏻🔥🔥 | N mari sante sa ❤ | Ler m met sa Dan bal tou dimn leV danC❤️🥵 | Sa sante la tass dans la tete net...zoli zafer net🔥🔥 | Mari top joli sega et zot n ban joli garçon  tout. Bonne continuation | tro top | Mo ti p atan sa avec impatience | sega nou zanset🔥 | Love it❤ | SA SEGA LA TASS DAN LATET FRANTOU GRO BIG UP🔥MANZ AR LI CONTINYÉ APPORTE NOU BANE LAMISIK LOCAL LAO🔥SAKOUYE LI AMOR🔥🔥BLESSING🙏🇲🇺🔥 | Fiere de zot ❤🔥   Respe le bro🔥Fr ti ledroit la vibre p.a.p🔥❤🇲🇺 | J'adore cet chanson 👍👍 | Zoli Sega sa broO 🔥🔥🤩❤️monss | Top samo cam fe | Sega delane mocam | Waiiiu | Tasse dan latet gramatin tarto mo bizin santé sa ... Solo sega | 🔥🎤❤️🇲🇺 | 😍😍🔥🔥 | 🥺😍❤🔥🔥 | 🥵❤🔥🔥 | ❤❤❤🔥 | 😅❤"
arGuh4nAPoY,ti poket(cover) - Sega nou zanset,Top la reprise !!! Zot tous met l'ambiance et zot tout ena ene sourire surtout le guitariste❤️avec un grand sourire | Zis monssss 👌🔥🔥 | Bien Jolie chante bravo avous | Beautiful keep it up ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍 | 👍👏❤❤❤ | Mi adore !! Sega les dans mon sang  !! Fait rouler  !! Ca même  mout racine  . Merci  Merci | Bel ambiance top | Bravo | Monse net🔥🔥🔥
6iBYPfwqHE0,sensation sega @SunsetBoulevardTheMusical,
HsvvXVkKGjo,La flamme sega - Yansley & Sega nou zanset En Live,"Mo ban ti garson adoré🔥🔥 | Zoli nett .❤🔥🔥🔥🔥 | La Flamme 🔥🔥🔥 | ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ | Bonjour, vous êtes super c'est un très beau séga. Pourriez vous mettre les paroles en lignes s'il vous palît ? merci. | Je vous adore ❤❤❤❤ a | Bonne continuation 🙏🏽🔥🔥🔥 | Album svp ou met li lor spotify svp | Album svp ou met li lor spotify svp"
A5N4N5T_snk,La flamme sega - Yansley(sega nou zanset) bientôt disponible🔥,Sa santé la pou dis de ľanné | I am from water I know the like it or snot do you like it or not my song okay understand peoples   Do | Kan sant la pe sorti?? | Kn p sortiii sa album la???
QymLKdKx9O0,Sega nou zanset en action,
vbX-3R1XZvc,Cabos cozer sky to be ft sega nou zanset,Top net sah SKY Kot zet li tamm mm Persevere grand frer pou touletemp  lah pou soutenir toi | Sky quoi ki to santer to top jadoreeeee 🥰😇😍😍😍😍 | Cote liale..sky monstre | Super (Bravo) | Zoli zoli j'adore ♥️ | Malade sa sky
zZ9wjhQ0Mwo,Renel trapu accompagner par sega nou zanset🔥,
k1mc3h8agPo,Sega Nou Zanset ft boyzini,"Czdrr morceau misie ena bon ladan😂❤❤Sega saaaaaa😊😊😊 | Boyzini wowww tro top avk le groupe... L'ambiance topo... Mauricien sa mm nu folklore... | Boy to bizin avoye ene version coumesa.. mari nissa net.. 🤗🤗🤗 | 😊😊❤ | La flamme👍🔥❤ | Ah oui bel ambiance | Parol | La flamme sega 🔥🔥 | 🔥🔥🔥🇦🇲🇨🇦 | 🔥🔥❤❤❤👍 | ❤️🔥🔥 | Top titre svp, merci | Zoli sega so titre svp"
nhxe7B9FYwk,hommage a Lin - Sa pas zot traka(cover),"Respect, from the UK! | Lin mem pe Santer la bravo❤️🙌 | Sa groupe la  fort net sa | Bien faire sa 🔥 | Respect mo mizo avy li dowww ✌🎶 | You are Amazing Guys Big Up 💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻❤️❤️ | Top net | Mari bon cousin 🇷🇪🇲🇺 | Wow  bravo big up 👏👏👏 | Enn bonne action ki zot inn fer la😊😢😢💖❤ | Kontinie manz ar li😌🌟🖤 | Bel hommage  pour  notre  ami  lin bonne  année  a zot | A zot l honneur  !! Jeunesse la releve pou zote !! Fait roule nout sega!! | Kav ggn parole la slvp🥺🔥 | Très très joli Sega c vraiment TOPO et jadore♥️ | Respect🙏❤ | Jadore 🌺❤👏🏽👏🏽👏🏽👏🏽 | Bonjour  Bonne annéec'est disque de l'année  s'il-vous-plaît merci | Big up | 🔥🔥🔥🔥🔥 | Son la fort net ! Zoli hommage | Magnifique 😍 | Respect❤❤ | Seryer lekip | Super bravo | Fort..❤❤❤ | ❤️❤️❤️❤️ | ❤💙🙏💛💚 | 🥺💯❤ lin à jamais dans nos coeur | Nice net ki note sa | ❤️🥺🔥 | Topo | ❤️❤️🙏🏼 | Santer la so tire kiete SVP | Amazing  je suis tres fier de vous ;) | Homage a lin | Group sega la couma apeler?!"
ro0eJo2kIBY,Animation de Sega Nou Zanset a l`hotel Lagoon Attitude,
378SEraixHM,Presentation de lequip Sega Nou Zanset,Nous zeness mo fiére 🙋💖🥰 | Trop fière de vous l’équipe ❤️🇲🇺💥 | Tro top nous sega | Top | Mon préféré reste alvin 🥰🥰 | Courage Mauritiens. | Jolie🌹
dgb-hI4xgQY,Sega Nou zanset en action - Idian wedding,Vraiment top ❤❤❤❤❤ | La vidéo est sympa et intéressante 😍😍
gHieM7dQZqU,Sega Nou Zanset @ Radio One,
l6C1Rrqe7Ug,Sega Nou Zanset - Indian Wedding,This sega group is mari. They should come over to Uk. They will become famous over here ❤🔥 | ❤❤❤
E87hjQJV63w,Sega Nou Zanset - soley 6hr(cover),
